-0.000500338,0.871195307
0.001639246,0.750218037
0.001639246,0.768362787
0.00377883,0.326828263
0.00377883,0.344973013
0.00377883,0.363117764
0.004848621,0.38730463
0.010910776,0.156428325
0.011267373,0.136265446
0.012337165,0.112066312
0.013763554,0.028390674
0.013406957,0.051577677
0.013406957,0.069722427
0.013406957,0.087867178
0.01554654,-0.017989467
0.015903138,0.004185405
0.016616332,-0.040172518
0.017686124,-0.057315361
0.018755916,-0.07849037
0.019825708,-0.09361713
0.0208955,-0.114792139
0.023035084,-0.138997408
0.025174668,-0.162446645
0.026601057,-0.207564689
0.026244459,-0.184377686
0.029453835,-0.226733839
0.031593419,-0.24035467
0.033733003,-0.269096126
0.036942378,-0.281211028
0.03801217,-0.3038981
0.040151754,-0.32860739
0.046570506,-0.347040955
0.052989257,-0.361946375
0.059408008,-0.370047513
0.06582676,-0.378148651
0.072245511,-0.387257831
0.078664263,-0.393342886
0.085083014,-0.397411858
0.091501765,-0.402488871
0.097920517,-0.404541759
0.104339268,-0.40861073
0.11075802,-0.409655577
0.117176771,-0.411708465
0.123595523,-0.409729186
0.130014274,-0.406741866
0.136433025,-0.405770629
0.142851777,-0.402783309
0.149270528,-0.402820114
0.15568928,-0.402856918
0.162108031,-0.401885681
0.168526782,-0.397890319
0.174945534,-0.392886916
0.181364285,-0.389899596
0.187783037,-0.385904234
0.194201788,-0.384932997
0.200620539,-0.382953718
0.207039291,-0.381982481
0.213458042,-0.382019286
0.219876794,-0.382056091
0.226295545,-0.378060729
0.232714296,-0.375073409
0.239133048,-0.37309413
0.245551799,-0.37010681
0.251970551,-0.367119489
0.258389302,-0.363124127
0.264808053,-0.359128765
0.271226805,-0.355133403
0.277645556,-0.353154125
0.284064308,-0.349158763
0.290483059,-0.344155359
0.296901811,-0.341168039
0.303320562,-0.337172677
0.309739313,-0.331161232
0.316158065,-0.329181953
0.322576816,-0.32417855
0.328995568,-0.321191229
0.335414319,-0.316187826
0.34183307,-0.312192464
0.348251822,-0.30718906
0.354670573,-0.306217823
0.361089325,-0.301214419
0.367508076,-0.296211016
0.373926827,-0.294231737
0.380345579,-0.289228334
0.38676433,-0.286241013
0.393183082,-0.283253693
0.399601833,-0.276234206
0.406020584,-0.274254927
0.412439336,-0.269251524
0.418858087,-0.263240079
0.425276839,-0.260252758
0.43169559,-0.256257396
0.438114342,-0.253270076
0.444533093,-0.253306881
0.450951844,-0.248303477
0.457370596,-0.246324199
0.463789347,-0.242328837
0.470208099,-0.237325433
0.47662685,-0.233330071
0.483045601,-0.226310584
0.491603937,-0.220311407
0.498022688,-0.21934017
0.504441439,-0.21635285
0.510860191,-0.212357488
0.517278942,-0.208362126
0.523697694,-0.205374806
0.530116445,-0.201379444
0.536535196,-0.197384082
0.542953948,-0.194396761
0.549372699,-0.193425524
0.555791451,-0.188422121
0.562210202,-0.185434801
0.568628953,-0.181439439
0.575047705,-0.176436035
0.581466456,-0.175464798
0.587885208,-0.170461394
0.594303959,-0.167474074
0.600722711,-0.163478712
0.607141462,-0.158475309
0.613560213,-0.15649603
0.619978965,-0.151492626
0.626397716,-0.148505306
0.632816468,-0.145517986
0.638165427,-0.142524531
0.647793554,-0.138547572
0.654212306,-0.136568293
0.658491473,-0.13659283
0.669189392,-0.128589838
0.675608144,-0.121570351
0.682026895,-0.117574989
0.688445646,-0.113579627
0.694864398,-0.110592306
0.701283149,-0.103572819
0.707701901,-0.101593541
0.714120652,-0.100622304
0.720539404,-0.097634984
0.726958155,-0.094647663
0.733376906,-0.08964426
0.739795658,-0.085648898
0.746214409,-0.081653536
0.752633161,-0.079674257
0.759051912,-0.075678895
0.765470663,-0.071683533
0.771889415,-0.067688171
0.778308166,-0.065708893
0.784726918,-0.062721572
0.791145669,-0.061750335
0.79756442,-0.06178714
0.803983172,-0.056783737
0.810401923,-0.046740125
0.816820675,-0.042744763
0.823239426,-0.034717234
0.829658177,-0.027697747
0.836076929,-0.022694343
0.84249568,-0.015674856
0.848914432,-0.011679494
0.855333183,-0.007684132
0.861751934,-0.005704854
0.868170686,0.004338758
0.874589437,0.009342162
0.881008189,0.016361649
0.88742694,0.028421344
0.893845692,0.033424748
0.900264443,0.039436193
0.906683194,0.04645568
0.913101946,0.053475167
0.919520697,0.061502696
0.925939449,0.067514141
0.9323582,0.080581878
0.938776951,0.09062549
0.945195703,0.102685186
0.951614454,0.110712714
0.958033206,0.125796535
0.964451957,0.140880355
0.969800917,0.156474331
0.973723487,0.178124735
0.978002654,0.194228865
0.981568627,0.210841106
0.985847795,0.231985445
0.990126963,0.25086169
0.99440613,0.275786185
0.995832519,0.305011215
0.995475922,0.417913928
0.997615506,0.333226158
0.997615506,0.351370909
0.997615506,0.375563909
